"title","image","price","description"
"Pokemon - Sword & Shield - SWSH Black Star Promos - Hydreigon - SWSH037","//totalcards.net/cdn/shop/files/pkm-swsh-037_2.jpg?v=1711545141&width=535","21.45","Hydreigon is a  - (Stage 2) Fire type Pokemon card from SWSH Black Star Promos. (SWSH037)"
"Pokemon - Scarlet & Violet - Temporal Forces - Iron Crown ex - 191/162","//totalcards.net/cdn/shop/files/pkm-sv5-191.jpg?v=1711638765&width=535","20.95","Iron Crown ex is a Ultra Rare, Future (Basic ex) Psychic type Pokemon card from Temporal Forces. (191/162)"
"Pokemon - Sword & Shield - Crown Zenith - Raikou V - GG41/GG70","//totalcards.net/cdn/shop/files/pkm-crz-gg41.jpg?v=1711537073&width=535","20.95","Raikou V is a Galarian Gallery Basic V Lightning Pokemon card from Crown Zenith. (GG41/GG70)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Pidgeot ex - 221/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-221.jpg?v=1711634956&width=535","19.95","Pidgeot ex is a Shiny Ultra Rare - (Stage 2) Colorless type Pokemon card from SV4.5 - Paldean Fates. (221/91)"
"Pokemon - Dragon Vault - Druddigon - 17/20","//totalcards.net/cdn/shop/files/druddigon-17_1.jpg?v=1711231905&width=535","19.95","Open the Vault and Let Loose the Dragons for the Very First Time! The vault echoes with the roar of Dragons can you train what you find within? Inside the Pokemon TCG: Dragon Vault, you’ll discover a treasure trove you’ve never seen before! You’ll find incredible Dragon Pokemon such as Rayquaza and Druddigon ALL of them foil! in special 5-card booster packs, plus a code card to unlock hoards of rewards for the Pokemon TCG Online. So, when you open the vault, be prepared to command the might of these powerful Dragon Pokemon!"
"Pokemon - Scarlet & Violet - Base Set - Gardevoir ex - 245/198","//totalcards.net/cdn/shop/files/pkm-sv1-245.jpg?v=1711539006&width=535","18.95","Gardevoir ex is a Special Illustration Rare Psychic type card from Base Set. (245/198)"
"Pokemon - Sword & Shield - Crown Zenith - Hisuian Zoroark VSTAR - GG56/GG70","//totalcards.net/cdn/shop/files/pkm-crz-gg56.jpg?v=1711537078&width=535","19.45","Hisuian Zoroark VSTAR is a Galarian Gallery VSTAR Colorless Pokemon card from Crown Zenith. (GG56/GG70)"
"Pokemon - Sword & Shield - SWSH Black Star Promos - Flareon VMAX - SWSH180","//totalcards.net/cdn/shop/files/flareon-v-max-180.jpg?v=1711462757&width=535","18.95","Flareon VMAX is a  card from SWSH Black Star Promos. (SWSH180)"
"Pokemon - Scarlet & Violet - Paldea Evolved - Boss’s Orders (Ghetsis) - 248/193","//totalcards.net/cdn/shop/files/pkm-sv2-248.jpg?v=1711547205&width=535","18.95","Boss’s Orders (Ghetsis) is a Rare Ultra Supporter Trainer card from Paldea Evolved. (248/193)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Charmeleon - 110/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-110.jpg?v=1711634907&width=535","18.45","Charmeleon is a Shiny Rare - (Stage 1) Fire type Pokemon card from SV4.5 - Paldean Fates. (110/91)"
"Pokemon - Scarlet & Violet - Paldea Evolved - Raichu - 211/193","//totalcards.net/cdn/shop/files/pkm-sv2-211.jpg?v=1711547185&width=535","£17.95","Raichu is a Illustration Rare - (Stage 1) Lightning type Pokemon card from Paldea Evolved. (211/193)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Forretress ex - 212/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-212.jpg?v=1711634952&width=535","£17.95","Forretress ex is a Shiny Ultra Rare - (Stage 1) Grass type Pokemon card from SV4.5 - Paldean Fates. (212/91)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Noivern ex - 220/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-220.jpg?v=1711634961&width=535","£17.95","Noivern ex is a Shiny Ultra Rare - (Stage 1) Dragon type Pokemon card from SV4.5 - Paldean Fates. (220/91)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Toedscruel ex - 213/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-213.jpg?v=1711634956&width=535","£17.95","Toedscruel ex is a Shiny Ultra Rare - (Stage 1) Grass type Pokemon card from SV4.5 - Paldean Fates. (213/91)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Wigglytuff ex - 222/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-222.jpg?v=1711634958&width=535","£17.95","Wigglytuff ex is a Shiny Ultra Rare - (Stage 1) Colorless type Pokemon card from SV4.5 - Paldean Fates. (222/91)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Miraidon ex - 243/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-243.jpg?v=1711634970&width=535","£16.95","Miraidon ex is a Hyper Rare - (Basic) Lightning type Pokemon card from SV4.5 - Paldean Fates. (243/91)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Paldean Clodsire ex - 219/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-219.jpg?v=1711634954&width=535","£16.95","Paldean Clodsire ex is a Shiny Ultra Rare - (Stage 1) Darkness type Pokemon card from SV4.5 - Paldean Fates. (219/91)"
"Pokemon - Sword & Shield - Brilliant Stars - Sylveon VMAX - TG15/TG30","//totalcards.net/cdn/shop/files/pkm-brs-201.jpg?v=1711462920&width=535","£16.95","Sylveon VMAX is a Character Rare, VMAX - (Dynamax) Psychic type Pokemon card from SWSH9 Brilliant Stars. (TG15/TG30)"
"Pokemon - Sword & Shield - Crown Zenith - Suicune V - GG38/GG70","//totalcards.net/cdn/shop/files/pkm-crz-gg38.jpg?v=1711537072&width=535","£16.95","Suicune V is a Galarian Gallery Basic V Water Pokemon card from Crown Zenith. (GG38/GG70)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Glimmora ex - 218/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-218.jpg?v=1711634954&width=535","£15.95","Glimmora ex is a Shiny Ultra Rare - (Stage 1) Fighting type Pokemon card from SV4.5 - Paldean Fates. (218/91)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Squawkabilly ex - 223/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-223.jpg?v=1711634961&width=535","£15.95","Squawkabilly ex is a Shiny Ultra Rare - (Basic) Colorless type Pokemon card from SV4.5 - Paldean Fates. (223/91)"
"Pokemon - Scarlet & Violet - 151 - Erika's Invitation - 196/165","//totalcards.net/cdn/shop/files/pkm-sv3pt5-196.jpg?v=1711621663&width=535","£15.45","Erika's Invitation is a Ultra Rare Supporter Trainer card from 151. (196/165)"
"Pokemon - Sun & Moon - Lost Thunder - Lost Blender (Secret Rare) - 233/214","//totalcards.net/cdn/shop/files/lostthunder-233.jpg?v=1711239690&width=535","£15.45","Lost Blender is a Secret Rare type pokemon card from Lost Thunder. (233/214)"
"Pokemon - Sword & Shield - Brilliant Stars - Sylveon V - TG14/TG30","//totalcards.net/cdn/shop/files/pkm-brs-200.jpg?v=1711462917&width=535","£15.45","Sylveon V is a Character Rare, V - (Basic) Psychic type Pokemon card from SWSH9 Brilliant Stars. (TG14/TG30)"
"Pokemon - Sword & Shield - SWSH Black Star Promos - Galarian Moltres - SWSH125","//totalcards.net/cdn/shop/files/pkm-swsh-125_1.jpg?v=1711545162&width=535","£15.45","Galarian Moltres is a  card from SWSH Black Star Promos. (SWSH125)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Espathra ex - 214/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-214.jpg?v=1711634952&width=535","£14.95","Espathra ex is a Shiny Ultra Rare - (Stage 1) Grass type Pokemon card from SV4.5 - Paldean Fates. (214/91)"
"Pokemon - Scarlet & Violet - Paradox Rift - Rika - 258/182","//totalcards.net/cdn/shop/files/pkm-sv4-258.jpg?v=1711632315&width=535","£14.95","Rika is a Special Illustration Rare Supporter Trainer card from Paradox Rift. (258/182)"
"Pokemon - Scarlet & Violet - Temporal Forces - Master Ball - 153/162","//totalcards.net/cdn/shop/files/pkm-sv5-153.jpg?v=1711638751&width=535","£14.95","Master Ball is a Rare ACE Item Trainer card from Temporal Forces. (153/162)"
"Pokemon - Sword & Shield - SWSH Black Star Promos - Mewtwo V-UNION - SWSH161","//totalcards.net/cdn/shop/files/mewtwo-v-swsh161.jpg?v=1711385328&width=535","£14.45","Mewtwo V-UNION is a  card from SWSH Black Star Promos. (SWSH161)"
"Pokemon - Scarlet & Violet - Paradox Rift - Professor Sada's Vitality - 239/182","//totalcards.net/cdn/shop/files/pkm-sv4-239.jpg?v=1711632314&width=535","£13.95","Professor Sada's Vitality is a Ultra Rare Supporter,Ancient Trainer card from Paradox Rift. (239/182)"
"Pokemon - Scarlet & Violet - Obsidian Flames - Charizard ex - 125/197","//totalcards.net/cdn/shop/files/pkm-sv3-125.jpg?v=1711619900&width=535","£12.95","Charizard ex is a Double Rare - (Stage 2 ex Tera) Darkness type Pokemon card from Obsidian Flames. (125/197)"
"Pokemon - Sun & Moon - Unified Minds - Garchomp & Giratina-GX - 146/236","//totalcards.net/cdn/shop/files/pkm-unf-146.jpg?v=1711281187&width=535","£13.45","Garchomp & Giratina is a GX - (basic) Dragon type Pokemon card from SM11 Unified Minds. (146/236)"
"Pokemon - Sword & Shield - Battle Region - Virizion V - 074/067 (Japanese)","//totalcards.net/cdn/shop/files/pkm-s9a074.jpg?v=1711469141&width=535","£12.95","Virizion V is a Full Art, V - (Basic) Grass type Pokemon card from SWSH9a Battle Region. (074/067)"
"Pokemon - Sword & Shield - Chilling Reign - Fighting Energy - 233/198","//totalcards.net/cdn/shop/files/pkm-cre-233.jpg?v=1711364568&width=535","£12.95","Fighting Energy is a Secret Rare Energy Trainer card from SWSH6 Chilling Reign. (233/198)"
"Pokemon - Sword & Shield - SWSH Black Star Promos - Venusaur VMAX - SWSH102","//totalcards.net/cdn/shop/files/venusaur-vmax-swsh102.jpg?v=1711362262&width=535","£11.95","Venusaur VMAX is a  - (Basic|V) Lightning type Pokemon card from SWSH Black Star Promos. (SWSH102)"
"Pokemon - Sword & Shield - Crown Zenith - Zeraora VMAX - GG42/GG70","//totalcards.net/cdn/shop/files/pkm-crz-gg42.jpg?v=1711537073&width=535","£11.45","Zeraora VMAX is a Galarian Gallery VMAX Lightning Pokemon card from Crown Zenith. (GG42/GG70)"
"Pokemon - Sword & Shield - Silver Tempest Trainer Gallery - Judge - TG25/30","//totalcards.net/cdn/shop/files/pkm-sit-tg25.jpg?v=1711535358&width=535","£11.45","Judge is a Rare Ultra Supporter Trainer card from Silver Tempest Trainer Gallery. (TG25/30)"
"Pokemon - Sword & Shield - Battle Styles - Rapid Strike Style Mustard - 176/163","//totalcards.net/cdn/shop/files/pkm-bas-176.jpg?v=1711362078&width=535","£11.45","Rapid Strike Style Mustard is a Rainbow Rare, Full Art Supporter Trainer card from SWSH5 Battle Styles. (176/163)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Ting-Lu ex - 244/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-244.jpg?v=1711634972&width=535","£10.95","Ting-Lu ex is a Hyper Rare - (Basic) Fighting type Pokemon card from SV4.5 - Paldean Fates. (244/91)"
"Pokemon - Scarlet & Violet - Temporal Forces - Bianca's Devotion - 197/162","//totalcards.net/cdn/shop/files/pkm-sv5-197.jpg?v=1711638769&width=535","£10.95","Bianca's Devotion is a Ultra Rare Supporter Trainer card from Temporal Forces. (197/162)"
"Pokemon - Scarlet & Violet - Temporal Forces - Morty's Conviction - 201/162","//totalcards.net/cdn/shop/files/pkm-sv5-201.jpg?v=1711638772&width=535","£10.95","Morty's Conviction is a Ultra Rare Supporter Trainer card from Temporal Forces. (201/162)"
"Pokemon - Sun & Moon - Lost Thunder - Adventure Bag (Secret Rare) - 228/214","//totalcards.net/cdn/shop/files/lostthunder-228.jpg?v=1711239689&width=535","£10.95","Adventure Bag is a Secret Rare type pokemon card from Lost Thunder. (228/214)"
"Pokemon - Sword & Shield - Darkness Ablaze - Salamence-VMAX - 194/189","//totalcards.net/cdn/shop/files/pkm-daa-194.jpg?v=1711298261&width=535","£10.95","Salamence-VMAX is a VMAX, Rainbow Rare - (Dynamax) Colorless type Pokemon card from SWSH3 Darkness Ablaze. (194/189)"
"Pokemon - Sword & Shield - Lost Origin - Colress's Experiment - 205/196","//totalcards.net/cdn/shop/files/pkm-lord-205.jpg?v=1711534684&width=535","£10.95","Colress's Experiment is a Rare Rainbow Supporter Trainer card from Lost Origin. (205/196)"
"Pokemon - Sword & Shield - Pokemon Go - Radiant Charizard - 011/78","//totalcards.net/cdn/shop/files/pkm-go-011.jpg?v=1711475274&width=535","£10.95","Radiant Charizard is a Radiant - (Basic) Fire type Pokemon card from SWSH10.5 Pokemon Go. (011/78)"
"Pokemon - Sword & Shield - SWSH Black Star Promos - Klara - SWSH302","//totalcards.net/cdn/shop/files/klara-promo.jpg?v=1711539547&width=535","£10.95","This is a promo from the Klara Premium Tournament Collection"
"Pokemon - Sword & Shield - Astral Radiance - Heatran VMAX - 191/189","//totalcards.net/cdn/shop/files/pkm-asr191.jpg?v=1711471793&width=535","£10.45","Heatran VMAX is a Rainbow Rare, VMAX - (Dynamax) Fire type Pokemon card from SWSH10 Astral Radiance. (191/189)"
"Pokemon - Sword & Shield - Crown Zenith - Lumineon V - GG39/GG70","//totalcards.net/cdn/shop/files/pkm-crz-gg39.jpg?v=1711537073&width=535","£10.45","Lumineon V is a Galarian Gallery Basic V Water Pokemon card from Crown Zenith. (GG39/GG70)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Mime Jr. - 157/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-157.jpg?v=1711634928&width=535","£9.95","Mime Jr. is a Shiny Rare - (Basic) Psychic type Pokemon card from SV4.5 - Paldean Fates. (157/91)"
"Pokemon - Scarlet & Violet - Temporal Forces - Awakening Drum - 141/162","//totalcards.net/cdn/shop/files/pkm-sv5-141.jpg?v=1711638742&width=535","£9.95","Awakening Drum is a Rare ACE Item Ancient Trainer card from Temporal Forces. (141/162)"
"Pokemon - Sun & Moon - Cosmic Eclipse - Mimikyu - 245/236","//totalcards.net/cdn/shop/files/pkm-coe-245.jpg?v=1711285476&width=535","£9.95","Mimikyu is a Full Art Psychic type card from SM12 Cosmic Eclipse. (245/236)"
"Pokemon - Sword & Shield - Astral Radiance - Galarian Articuno V - TG16/TG30","//totalcards.net/cdn/shop/files/pkm-asrtg16.jpg?v=1711471815&width=535","£9.95","Galarian Articuno V is a Character Rare, V - (Basic) Psychic type Pokemon card from SWSH10 Astral Radiance. (TG16/TG30)"
"Pokemon - Sword & Shield - Astral Radiance - Ice Rider Calyrex VMAX - TG15/TG30","//totalcards.net/cdn/shop/files/pkm-asrtg15.jpg?v=1711471814&width=535","£9.95","Ice Rider Calyrex VMAX is a Character Rare, VMAX - (Dynamax) Water type Pokemon card from SWSH10 Astral Radiance. (TG15/TG30)"
"Pokemon - Sword & Shield - Battle Region - Hisuian Samurott VSTAR - 053/067 (Japanese)","//totalcards.net/cdn/shop/files/pkm-s9a053.jpg?v=1711469140&width=535","£9.95","Hisuian Samurott VSTAR is a VSTAR - (VSTAR) Darkness type Pokemon card from SWSH9a Battle Region. (053/067)"
"Pokemon - Sword & Shield - Battle Region - Hisuian Typhlosion VSTAR - 029/067 (Japanese)","//totalcards.net/cdn/shop/files/pkm-s9a029.jpg?v=1711469122&width=535","£9.95","Hisuian Typhlosion VSTAR is a VSTAR - (VSTAR) Psychic type Pokemon card from SWSH9a Battle Region. (029/067)"
"Pokemon - Sword & Shield - Battle Region - Radiant Heatran - 011/067 (Japanese)","//totalcards.net/cdn/shop/files/pkm-s9a011.jpg?v=1711469112&width=535","£9.95","Radiant Heatran is a Radiant - (Basic) Fire type Pokemon card from SWSH9a Battle Region. (011/067)"
"Pokemon - Sword & Shield - Lost Origin - Hisuian Zoroark VSTAR - 213/196","//totalcards.net/cdn/shop/files/pkm-lord-213.jpg?v=1711534686&width=535","£9.95","Hisuian Zoroark VSTAR is a Rare Secret - (VSTAR) Colorless type Pokemon card from Lost Origin. (213/196)"
"Pokemon - Sword & Shield - Lost Origin Trainer Gallery - Pikachu VMAX - TG29/30","//totalcards.net/cdn/shop/files/pkm-lor-tg29.jpg?v=1711534769&width=535","£9.95","Pikachu VMAX is a Rare Secret - (VMAX) Lightning type Pokemon card from Lost Origin Trainer Gallery. (TG29/30)"
"Pokemon - Sword & Shield - Pokemon Go - Bidoof / Ditto (Unpeeled) - 059/78","//totalcards.net/cdn/shop/files/pkm-go-r059_1.jpg?v=1711475347&width=535","£9.95","Bidoof / Ditto (Unpeeled) is a Rare|Holo - (Basic) Colourless type Pokemon card from SWSH10.5 Pokemon Go. (059/78)"
"Pokemon - Sword & Shield - Pokemon Go - Numel / Ditto (Unpeeled) - 013/78","//totalcards.net/cdn/shop/files/pkm-go-r013_1.jpg?v=1711475347&width=535","£9.95","Numel / Ditto (Unpeeled) is a Rare|Holo - (Basic) Fire type Pokemon card from SWSH10.5 Pokemon Go. (013/78)"
"Pokemon - Sword & Shield - Pokemon Go - Spinarak / Ditto (Unpeeled) - 006/78","//totalcards.net/cdn/shop/files/pkm-go-r006_1.jpg?v=1711475340&width=535","£9.95","Spinarak / Ditto (Unpeeled) is a Rare|Holo - (Basic) Grass type Pokemon card from SWSH10.5 Pokemon Go. (006/78)"
"Pokemon - Sword & Shield - Fusion Strike - Genesect V - 254/264","//totalcards.net/cdn/shop/files/pkm-fst-254.jpg?v=1711401770&width=535","£9.95","Genesect V is a V, Full Art - (Basic) Metal type Pokemon card from SWSH8 Fusion Strike. (254/264)"
"Pokemon - Sword & Shield - Base Set - Ordinary Rod - 215/202","//totalcards.net/cdn/shop/files/pkm-swsh-215.jpg?v=1711289451&width=535","£9.95","Ordinary Rod is a GOLD Item Trainer card from SWSH1 Base Set. (215/202)"
"Pokemon - Ruby & Sapphire - Ex Holon Phantoms - Horsea δ - 066/110","//totalcards.net/cdn/shop/files/pkm-ehp066_1.jpg?v=1711326709&width=535","£9.95","Horsea δ is a Common - (Basic) Fire type Pokemon card from RS7 Ex Holon Phantoms. (066/110)"
"Pokemon - Sun & Moon - Unbroken Bonds - Red's Challenge - 184/214 - (Reverse Holo)","//totalcards.net/cdn/shop/files/pkmsc-unb-r184_1.jpg?v=1711279112&width=535","£9.95","Red's Challenge is a Holo Supporter Trainer card from SM10 Unbroken Bonds - Reverse Holo. (184/214)"
"Pokemon - Sword & Shield - Lost Origin - Aerodactyl VSTAR - 199/196","//totalcards.net/cdn/shop/files/pkm-lord-199.jpg?v=1711534682&width=535","£9.45","Aerodactyl VSTAR is a Rare Rainbow - (VSTAR) Fighting type Pokemon card from Lost Origin. (199/196)"
"Pokemon - Sword & Shield - Lost Origin Trainer Gallery - Boss's Orders - TG24/30","//totalcards.net/cdn/shop/files/pkm-lor-tg24.jpg?v=1711534766&width=535","£9.45","Boss's Orders is a Rare Ultra Supporter Trainer card from Lost Origin Trainer Gallery. (TG24/30)"
"Pokemon - Sword & Shield - Rebel Clash - Toxtricity-VMAX - 196/192","//totalcards.net/cdn/shop/files/pkm-rec-196.jpg?v=1711293835&width=535","£9.45","Toxtricity-VMAX is a VMAX|Rainbow Rare - (GIGANTAMAX) Lightning type Pokemon card from REC Rebel Clash. (196/192)"
"Pokemon - Scarlet & Violet - 151 - Mew ex - 151/165","//totalcards.net/cdn/shop/files/pkm-sv3pt5-151.jpg?v=1711621643&width=535","£8.95","Mew ex is a Double Rare - (Basic ex) Psychic type Pokemon card from 151. (151/165)"
"Pokemon - Scarlet & Violet - Base Set - Basic Lightning Energy - 257/198","//totalcards.net/cdn/shop/files/pkm-sv1-rev-188.jpg?v=1711539008&width=535","£8.95","Basic Lightning Energy is a Hyper Rare Energy Trainer card from Base Set. (257/198)"
"Pokemon - Scarlet & Violet - Paradox Rift - Garchomp ex - 219/182","//totalcards.net/cdn/shop/files/pkm-sv4-219.jpg?v=1711632293&width=535","£8.95","Garchomp ex is a Ultra Rare (Stage 2|Tera|ex) Water type Pokemon card from Paradox Rift. (219/182)"
"Pokemon - Scarlet & Violet - Paradox Rift - Gholdengo ex - 231/182","//totalcards.net/cdn/shop/files/pkm-sv4-231.jpg?v=1711632314&width=535","£8.95","Gholdengo ex is a Ultra Rare (Stage 1|ex) Metal type Pokemon card from Paradox Rift. (231/182)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Paldean Wooper - 180/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-180.jpg?v=1711634938&width=535","£8.95","Paldean Wooper is a Shiny Rare - (Basic) Darkness type Pokemon card from SV4.5 - Paldean Fates. (180/91)"
"Pokemon - Scarlet & Violet - Temporal Forces - Eri - 199/162","//totalcards.net/cdn/shop/files/pkm-sv5-199.jpg?v=1711638772&width=535","£8.95","Eri is a Ultra Rare Supporter Trainer card from Temporal Forces. (199/162)"
"Pokemon - Sword & Shield - Battle Styles - Single Strike Style Mustard - 177/163","//totalcards.net/cdn/shop/files/pkm-bas-177.jpg?v=1711362080&width=535","£8.95","Single Strike Style Mustard is a Rainbow Rare, Full Art Supporter Trainer card from SWSH5 Battle Styles. (177/163)"
"Pokemon - Scarlet & Violet - Paldea Evolved - Sudowoodo - 219/193","//totalcards.net/cdn/shop/files/pkm-sv2-219.jpg?v=1711547186&width=535","£8.45","Sudowoodo is a Illustration Rare - (Basic) Fighting type Pokemon card from Paldea Evolved. (219/193)"
"Pokemon - Scarlet & Violet - Paradox Rift - Gholdengo ex - 139/182","//totalcards.net/cdn/shop/files/pkm-sv4-139.jpg?v=1711632276&width=535","£8.45","Gholdengo ex is a Double Rare (Stage 1|ex) Metal type Pokemon card from Paradox Rift. (139/182)"
"Pokemon - Scarlet & Violet - Paradox Rift - Roaring Moon ex - 124/182","//totalcards.net/cdn/shop/files/pkm-sv4-124.jpg?v=1711631157&width=535","£8.45","Roaring Moon ex is a Double Rare (Basic|ex|Ancient) Darkness type Pokemon card from Paradox Rift. (124/182)"
"Pokemon - Scarlet & Violet - SVP Black Star Promos - Charizard ex - SVP074","//totalcards.net/cdn/shop/files/paf-svp74.jpg?v=1711635765&width=535","£8.45","Charizard ex is a (Stage 2) Dark type Pokemon card from SVP Black Star Promos. (SVP074)"
"Pokemon - Scarlet & Violet - Temporal Forces - Explorer's Guidance - 200/162","//totalcards.net/cdn/shop/files/pkm-sv5-200.jpg?v=1711638770&width=535","£8.45","Explorer's Guidance is a Ultra Rare Supporter Ancient Trainer card from Temporal Forces. (200/162)"
"Pokemon - Sword & Shield - Crown Zenith - Drapion V - GG49/GG70","//totalcards.net/cdn/shop/files/pkm-crz-gg49.jpg?v=1711537075&width=535","£8.45","Drapion V is a Galarian Gallery Basic V Darkness Pokemon card from Crown Zenith. (GG49/GG70)"
"Pokemon - Scarlet & Violet - 151 - Basic Psychic Energy - 207/165","//totalcards.net/cdn/shop/files/pkm-sv3pt5-207.jpg?v=1711621671&width=535","£7.95","Basic Psychic Energy is a Hyper Rare Psychic type card from 151. (207/165)"
"Pokemon - Scarlet & Violet - 151 - Charizard ex - 006/165","//totalcards.net/cdn/shop/files/pkm-sv3pt5-006.jpg?v=1711621572&width=535","£7.95","Charizard ex is a Double Rare - (Stage 2 ex) Fire type Pokemon card from 151. (006/165)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Skiploom - 097/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-097.jpg?v=1711634901&width=535","£7.95","Skiploom is a Shiny Rare - (Stage 1) Grass type Pokemon card from SV4.5 - Paldean Fates. (097/91)"
"Pokemon - Scarlet & Violet - SV4.5 - Paldean Fates - Spiritomb - 158/91","//totalcards.net/cdn/shop/files/pkm-sv4.5-158.jpg?v=1711634929&width=535","£7.95","Spiritomb is a Shiny Rare - (Basic) Psychic type Pokemon card from SV4.5 - Paldean Fates. (158/91)"
"Pokemon - Scarlet & Violet - Temporal Forces - Iron Leaves ex - 025/162","//totalcards.net/cdn/shop/files/pkm-sv5-025.jpg?v=1711638688&width=535","£7.95","Iron Leaves ex is a Double Rare, Future (Basic ex) Grass type Pokemon card from Temporal Forces. (025/162)"
"Pokemon - Scarlet & Violet - Temporal Forces - Walking Wake ex - 189/162","//totalcards.net/cdn/shop/files/pkm-sv5-189.jpg?v=1711638768&width=535","£7.95","Walking Wake ex is a Ultra Rare, Ancient (Basic ex) Water type Pokemon card from Temporal Forces. (189/162)"
"Pokemon - Sword & Shield - Astral Radiance - Hisuian Lilligant VSTAR - 190/189","//totalcards.net/cdn/shop/files/pkm-asr190.jpg?v=1711471796&width=535","£7.95","Hisuian Lilligant VSTAR is a Rainbow Rare, VSTAR - (VSTAR) Grass type Pokemon card from SWSH10 Astral Radiance. (190/189)"
